Date,compund,neg,neu,pos,Open,High,Low,Close,Volume
26-Jul-13,-0.9325,0.171,0.746,0.083,280.1,283.45,276,279.04,493500
29-Jul-13,-0.9313,0.159,0.782,0.059,280,280.5,272.85,273.41,203200
30-Jul-13,-0.987,0.193,0.783,0.024,273.2,276.5,271.99,273.7,345700
31-Jul-13,0.1786,0.127,0.723,0.15,275,276.4,270.5,272.45,281200
1-Aug-13,-0.9794,0.218,0.738,0.043,273.5,274,265,269.48,374300
5-Aug-13,-0.8807,0.107,0.845,0.049,270.25,270.5,256.01,265.07,856200
6-Aug-13,-0.9842,0.276,0.63,0.094,267.05,276.99,267.05,273.09,1709000
7-Aug-13,-0.981,0.226,0.774,0,274.5,280.75,272,280.16,957500
12-Aug-13,-0.9169,0.14,0.792,0.069,282,284,278.6,281.25,790000
13-Aug-13,-0.9918,0.26,0.688,0.052,281.25,287,279.75,285.84,954400
15-Aug-13,-0.9738,0.217,0.726,0.057,285.84,293.8,283,292.07,1494700
16-Aug-13,-0.7635,0.098,0.852,0.05,289,294,286.01,288.15,525200
19-Aug-13,-0.9623,0.177,0.766,0.058,288.15,290.5,283.1,289.52,291800
20-Aug-13,-0.9854,0.237,0.716,0.047,289,291.5,285,285.88,296100
21-Aug-13,-0.9876,0.239,0.728,0.032,286,286.99,282,283.49,122400
22-Aug-13,-0.9943,0.253,0.701,0.047,282.5,285.99,278,282.34,160500
23-Aug-13,-0.9786,0.209,0.75,0.041,284.01,289,280.1,282.16,440500
26-Aug-13,-0.7527,0.182,0.702,0.116,284,287,277,279.37,186900
27-Aug-13,-0.8934,0.144,0.765,0.091,281.99,285.99,273,274.77,485400
28-Aug-13,-0.9682,0.146,0.827,0.027,273,274.49,265,267.07,331100
29-Aug-13,-0.9337,0.177,0.718,0.104,267.5,271.95,263.15,269.64,235000
30-Aug-13,-0.8834,0.12,0.835,0.045,269.9,271,256.16,259.07,607100
2-Sep-13,-0.5023,0.091,0.843,0.066,254.9,255.45,248.01,249.08,328800
3-Sep-13,-0.7351,0.086,0.848,0.066,246.1,255,246.1,249.83,58100
4-Sep-13,-0.5574,0.148,0.721,0.131,249.65,258,249.3,256.17,156100
5-Sep-13,0.6908,0.07,0.808,0.122,257.26,268.97,257.25,267.92,233300
6-Sep-13,-0.9735,0.206,0.729,0.065,267.44,274,267,271.71,258000
9-Sep-13,0.34,0.154,0.661,0.185,274.96,274.96,271.25,271.96,85100
10-Sep-13,0.5994,0.079,0.798,0.123,273.39,274.75,267.82,269.75,58300
11-Sep-13,-0.0516,0.105,0.791,0.104,269,276.3,266.3,274.81,406500
12-Sep-13,-0.9382,0.16,0.746,0.094,274.9,284,274.15,282.4,622700
13-Sep-13,0.9517,0,0.863,0.137,281.02,284,279,280.56,409000
16-Sep-13,-0.9826,0.221,0.683,0.097,286.51,294.5,286.51,289.51,906600
17-Sep-13,-0.8176,0.127,0.793,0.08,290.04,293.7,287,289.89,786400
18-Sep-13,-0.9931,0.312,0.654,0.034,289,295.5,288.9,294.48,812300
19-Sep-13,-0.9913,0.289,0.651,0.06,294.9,305.4,294.75,301.45,1136700
20-Sep-13,-0.9325,0.173,0.723,0.104,302.95,306.5,298.5,303.61,758400
23-Sep-13,-0.9538,0.203,0.725,0.072,302,313.9,302,310.55,510400
24-Sep-13,-0.9371,0.187,0.696,0.117,312.9,314.85,295.03,297.12,978200
25-Sep-13,-0.936,0.147,0.838,0.015,298.9,300.45,289.1,295.75,309100
26-Sep-13,-0.9812,0.258,0.658,0.084,296.49,296.95,284.05,290.63,380700
27-Sep-13,-0.982,0.277,0.676,0.047,291,293.8,276.1,276.89,635200
30-Sep-13,-0.8934,0.169,0.711,0.12,263.05,265.5,263.05,263.05,850100
1-Oct-13,-0.9712,0.216,0.676,0.107,258.1,262,250.26,253.83,1811500
2-Oct-13,-0.9904,0.254,0.712,0.034,254,259.24,252,255.18,909300
3-Oct-13,-0.9666,0.183,0.769,0.048,254,258,250.9,253.08,643600
4-Oct-13,-0.941,0.198,0.745,0.056,253,256.49,250.1,251.74,321100
7-Oct-13,-0.9506,0.215,0.724,0.061,252,254.32,250.01,250.47,165600
8-Oct-13,-0.7783,0.119,0.817,0.064,250.13,259.2,250.13,257.66,918400
9-Oct-13,0.2732,0.092,0.795,0.113,257.5,258.85,250.5,251.76,588500
10-Oct-13,-0.9803,0.186,0.759,0.055,252,253.5,250.3,251.79,330900
11-Oct-13,-0.9643,0.309,0.579,0.112,252.9,256.4,250,251.07,394400
14-Oct-13,-0.9217,0.144,0.791,0.065,251.49,251.49,245,246.34,207600
21-Oct-13,-0.9769,0.189,0.759,0.051,250.05,253.5,249.5,250.28,290200
22-Oct-13,-0.9921,0.337,0.663,0,250.99,260.94,250.3,259.14,566100
23-Oct-13,-0.9231,0.153,0.794,0.053,259.14,264.9,258.05,259.45,262600
24-Oct-13,-0.9001,0.136,0.808,0.056,259.85,266,258.06,262.02,453200
25-Oct-13,-0.961,0.207,0.713,0.081,261.26,270.42,261.26,269.65,618300
28-Oct-13,-0.7351,0.105,0.824,0.071,271.5,278.5,269.5,270.92,240800
29-Oct-13,-0.8779,0.166,0.738,0.096,271,271.9,267.7,269.3,90900
30-Oct-13,-0.987,0.232,0.689,0.079,270.2,274.83,269,271.1,494600
31-Oct-13,-0.8676,0.16,0.733,0.107,270,283.99,268.5,281.31,1224900
1-Nov-13,-0.9702,0.186,0.736,0.078,280.99,285.8,275,277.06,810700
4-Nov-13,-0.9381,0.195,0.678,0.127,272.4,277,265.1,275.18,668600
5-Nov-13,-0.986,0.26,0.631,0.108,275.45,282,275.45,280.22,455600
6-Nov-13,-0.9631,0.215,0.654,0.131,281.9,284.9,281.05,282.26,588100
7-Nov-13,-0.8885,0.161,0.756,0.083,282.98,293.4,281.5,291.96,818400
8-Nov-13,-0.9674,0.151,0.809,0.04,292.5,295,288,293.15,682300
11-Nov-13,-0.8519,0.164,0.716,0.121,293.8,294,285.11,287.44,827800
12-Nov-13,-0.9732,0.233,0.657,0.109,288.06,291.7,286,287.92,805100
13-Nov-13,-0.5719,0.093,0.833,0.074,288.5,293.49,288.45,291.63,1232200
18-Nov-13,-0.9781,0.309,0.613,0.078,291,293.5,288,290.04,660500
19-Nov-13,-0.984,0.263,0.684,0.053,290.6,293.48,290.2,290.6,383800
20-Nov-13,-0.9783,0.299,0.615,0.086,291.8,293.9,288,288.64,505400
21-Nov-13,-0.9854,0.301,0.67,0.029,289.25,289.6,284.3,285.17,238500
22-Nov-13,-0.9567,0.213,0.672,0.114,285.25,285.45,281,283.61,281200
25-Nov-13,-0.9274,0.165,0.792,0.043,284,286.24,283.3,284.13,257700
26-Nov-13,-0.9413,0.18,0.779,0.041,283.25,283.95,277,278.92,1206500
27-Nov-13,-0.9201,0.202,0.692,0.106,278.7,282.5,277,279.44,527900
28-Nov-13,0.5859,0.058,0.817,0.125,280.44,291.4,280.44,289.51,1234200
29-Nov-13,-0.9118,0.185,0.723,0.092,289,291.49,287.51,290.27,566400
2-Dec-13,-0.9682,0.174,0.826,0,290.45,293,288.8,291.09,388600
3-Dec-13,-0.9485,0.186,0.79,0.024,291.89,293.49,290.4,292.19,189900
4-Dec-13,-0.9274,0.216,0.661,0.123,292.25,293.4,284.01,288.48,880400
5-Dec-13,-0.986,0.238,0.711,0.051,285.01,288.9,284,286.62,396800
6-Dec-13,-0.5538,0.141,0.758,0.1,285.5,292,285,289.67,518800
9-Dec-13,-0.8934,0.121,0.836,0.043,290,292.5,287.5,288.7,680900
10-Dec-13,-0.8918,0.14,0.81,0.049,289.25,289.69,286,286.67,405300
11-Dec-13,-0.9616,0.277,0.62,0.103,287.4,290.25,286.5,287.61,401100
12-Dec-13,-0.9352,0.198,0.716,0.087,288,292,285.56,287.58,495100
13-Dec-13,-0.9468,0.21,0.668,0.122,287.9,289.15,286.5,287.49,223800
16-Dec-13,-0.9758,0.192,0.808,0,287.12,288.6,284.25,285.64,329900
17-Dec-13,-0.8622,0.153,0.739,0.107,286.55,287.64,282.55,283.77,569500
18-Dec-13,-0.9732,0.199,0.801,0,283.89,286.9,282.1,285.87,348700
19-Dec-13,-0.9747,0.24,0.738,0.022,286,289.4,283,285.44,1783100
20-Dec-13,-0.9544,0.171,0.743,0.086,286.35,299.71,284.01,299.54,3518000
23-Dec-13,-0.8807,0.126,0.812,0.061,302,303.25,284.57,285.49,3598300
24-Dec-13,-0.98,0.214,0.744,0.042,284.02,285.9,276.15,282.76,1128500
26-Dec-13,-0.9843,0.262,0.691,0.047,283.38,285.5,281.11,282.89,397500
27-Dec-13,-0.8807,0.142,0.776,0.082,283.31,283.99,279.5,280.74,405000
30-Dec-13,-0.9648,0.217,0.758,0.026,281.95,283.9,281.75,283.22,264600
31-Dec-13,-0.9552,0.147,0.824,0.029,284,284,280.05,281.17,301000
1-Jan-14,-0.9211,0.22,0.686,0.094,281.39,287.5,281.39,285.26,601600
2-Jan-14,-0.3182,0.149,0.695,0.156,286.02,294.2,286.02,293.49,1304700
3-Jan-14,-0.1027,0.081,0.841,0.078,293.5,299.25,291,292.87,653800
6-Jan-14,-0.9686,0.188,0.764,0.048,293.7,295.75,291,291.79,427100
7-Jan-14,-0.8955,0.185,0.713,0.102,292,293.39,289.81,290.4,439600
8-Jan-14,-0.8839,0.149,0.762,0.089,290.99,295.4,290.15,290.68,742700
9-Jan-14,-0.7096,0.114,0.811,0.075,290.66,293.85,285.75,287.92,518200
10-Jan-14,-0.9729,0.189,0.756,0.056,287.81,292,285.1,290.2,757100
13-Jan-14,-0.1779,0.113,0.782,0.105,290.5,293.5,289.5,290.67,437800
15-Jan-14,-0.886,0.171,0.737,0.092,291.39,294.89,291.39,292.5,816800
16-Jan-14,-0.9468,0.175,0.802,0.022,292.05,294.26,290.15,291.42,945000
17-Jan-14,-0.7783,0.103,0.836,0.061,293,296,291,294.6,1383000
20-Jan-14,-0.9468,0.2,0.744,0.056,295.5,298,293.3,294.8,655400
21-Jan-14,-0.9937,0.303,0.677,0.021,295.6,296.49,293.15,294.9,191800
22-Jan-14,-0.9875,0.274,0.655,0.07,294,294.5,286,289.27,1673800
23-Jan-14,-0.9216,0.181,0.721,0.098,288.99,291.1,286.5,288.22,462400
24-Jan-14,-0.9783,0.265,0.682,0.053,287.99,288.02,285.75,286.31,121000
27-Jan-14,0.34,0.125,0.729,0.146,286,286.89,282.5,283.88,243700
28-Jan-14,-0.9652,0.25,0.676,0.074,284,285.75,282.51,282.89,166700
29-Jan-14,-0.5943,0.176,0.661,0.163,284.2,284.2,281,282.01,313800
30-Jan-14,-0.9753,0.257,0.675,0.068,282,282.89,281,281.69,122500
31-Jan-14,-0.9881,0.347,0.592,0.061,282.78,285,282,283.81,683100
3-Feb-14,-0.6486,0.159,0.72,0.121,284.01,289,283.91,285.69,882300
4-Feb-14,-0.9538,0.183,0.759,0.059,285.5,285.5,282.88,283.3,411000
6-Feb-14,-0.128,0.073,0.849,0.078,283.9,285.75,282,283.21,548800
7-Feb-14,-0.7094,0.142,0.745,0.114,283.9,285.25,282.3,283.04,311500
10-Feb-14,-0.886,0.171,0.794,0.035,282.51,283.48,275.99,278.81,177600
11-Feb-14,-0.9792,0.249,0.729,0.022,280,283.38,273.75,275.52,722300
12-Feb-14,-0.9802,0.241,0.706,0.053,278,282.97,278,281.38,746500
13-Feb-14,-0.8519,0.164,0.737,0.1,281.5,284,276.1,277.66,560900
14-Feb-14,-0.891,0.114,0.866,0.02,277.99,279.5,275.5,277.98,207600
17-Feb-14,-0.982,0.235,0.729,0.036,277,278.99,273.5,274.74,181800
18-Feb-14,-0.9796,0.256,0.643,0.1,275.7,276.49,272.5,275.31,138100
19-Feb-14,-0.9349,0.148,0.812,0.04,275.1,277,273.06,273.9,81200
20-Feb-14,-0.994,0.31,0.69,0,274,274.99,271.25,272.45,89300
21-Feb-14,0.4201,0.079,0.831,0.09,273,274.99,268.6,269.93,239000
24-Feb-14,-0.8834,0.13,0.774,0.096,271,273.7,270,270.54,216900
25-Feb-14,-0.926,0.149,0.79,0.061,270.19,271.25,266,266.77,72700
26-Feb-14,-0.9623,0.208,0.741,0.051,266.99,267.34,262,262.65,241400
27-Feb-14,-0.8867,0.123,0.808,0.069,263,263.7,260.65,262.38,168800
28-Feb-14,-0.9719,0.247,0.661,0.093,263,271,261.25,268.9,643100
3-Mar-14,-0.9865,0.249,0.693,0.058,269.99,272.75,267.02,268.43,245900
4-Mar-14,-0.8656,0.155,0.745,0.1,268,272.05,267.5,271.11,306700
5-Mar-14,-0.9771,0.239,0.717,0.044,272,277.1,270.09,274.83,344800
6-Mar-14,-0.9694,0.191,0.794,0.015,276.82,282,276,278.42,874400
7-Mar-14,-0.9806,0.189,0.752,0.059,279,282,277,278.16,678000
10-Mar-14,-0.9101,0.164,0.75,0.086,279.39,282,278.15,280.19,540900
11-Mar-14,-0.975,0.173,0.768,0.059,281.4,284,281.4,283.54,561500
12-Mar-14,-0.9712,0.208,0.692,0.1,284.1,285.04,282.3,282.88,220900
13-Mar-14,-0.0258,0.089,0.823,0.088,283,283.2,281.02,282.43,305400
14-Mar-14,-0.9442,0.253,0.623,0.125,283,283,279,280.71,414500
17-Mar-14,-0.9758,0.225,0.724,0.051,252.71,262.8,252.71,260.87,682400
18-Mar-14,-0.9274,0.164,0.739,0.097,262,262.7,257,257.57,435900
19-Mar-14,0.7759,0.109,0.742,0.148,257.57,257.65,253.5,254.71,423800
20-Mar-14,-0.9867,0.193,0.798,0.009,255.96,257,251.3,254.53,373900
21-Mar-14,-0.34,0.094,0.817,0.088,255.01,255.25,242.12,246.55,974400
24-Mar-14,0.3182,0.133,0.712,0.155,245.1,245.11,234.51,235.62,987600
25-Mar-14,-0.9741,0.188,0.795,0.017,236.1,240,236.1,238.54,395300
26-Mar-14,-0.8463,0.116,0.799,0.085,240.5,241,235.9,237.98,740300
27-Mar-14,-0.8937,0.147,0.754,0.099,239,247.75,238.93,247.02,1451700
28-Mar-14,-0.9818,0.248,0.665,0.087,248,252.79,247.15,250.05,1096700
31-Mar-14,-0.94,0.158,0.737,0.105,251,252,249.5,251.23,313300
1-Apr-14,-0.9538,0.156,0.789,0.055,251.2,259,251,258.42,799800
2-Apr-14,0.5978,0.108,0.749,0.143,259.97,262.5,259.42,260.8,885100
3-Apr-14,-0.9643,0.188,0.737,0.075,262.39,266.5,262.05,263.67,1343100
4-Apr-14,0.9391,0.102,0.722,0.176,263.7,271,263.2,268.73,1557000
7-Apr-14,-0.9849,0.22,0.699,0.082,270.4,278.5,269.25,276.79,1806700
8-Apr-14,-0.9623,0.176,0.722,0.102,278.49,280.3,271.81,273.53,999500
9-Apr-14,-0.7023,0.151,0.756,0.093,273,276.99,272,276.36,620800
10-Apr-14,-0.9726,0.203,0.709,0.088,276.5,278,274.27,275.56,606800
11-Apr-14,-0.9042,0.198,0.692,0.11,276.05,282,276,278.88,1873700
14-Apr-14,-0.8834,0.141,0.771,0.089,277.35,279.5,270,271.49,643300
15-Apr-14,-0.9842,0.185,0.768,0.047,270.01,275.99,267,270.82,2345700
16-Apr-14,-0.9922,0.234,0.728,0.038,271.4,282.5,271.4,280.98,2829100
17-Apr-14,-0.9287,0.133,0.81,0.057,281.5,287.5,274,282.04,3344000
18-Apr-14,-0.9866,0.218,0.733,0.049,281.95,285.2,276,277.56,839800
21-Apr-14,-0.9375,0.097,0.862,0.041,278.5,279.95,274.5,278.81,545700
22-Apr-14,-0.9876,0.242,0.697,0.062,279,285,279,283.81,1139800
23-Apr-14,-0.7351,0.126,0.78,0.093,284.05,285.5,275,278.24,664000
24-Apr-14,-0.946,0.161,0.769,0.07,281.5,282.7,276.5,282.04,820100
25-Apr-14,-0.7269,0.149,0.726,0.125,282.5,284.99,279.5,283.61,497800
28-Apr-14,-0.9042,0.152,0.731,0.117,283.01,283.99,281.9,282.58,266400
29-Apr-14,-0.886,0.168,0.721,0.111,280.14,282.45,279.75,280.29,674900
30-Apr-14,-0.9296,0.121,0.822,0.057,282.48,284.9,280,282.65,1108000
2-May-14,0.8271,0.092,0.774,0.134,283,287.85,281.7,283.61,711100
5-May-14,-0.9771,0.218,0.73,0.052,283.75,284.89,279.55,281.7,194700
6-May-14,-0.8256,0.094,0.856,0.051,281.7,281.95,279.6,280.2,109000
7-May-14,-0.9313,0.135,0.798,0.067,281.88,282.99,279.55,280.39,184600
8-May-14,-0.9874,0.226,0.683,0.091,278.5,283.9,278.5,283.42,169000
9-May-14,-0.91,0.116,0.837,0.047,284.98,284.98,282.54,283.65,75200
12-May-14,-0.9581,0.149,0.78,0.071,283,285.9,283,284.59,420400
13-May-14,-0.9779,0.14,0.849,0.011,284.8,287.49,283.5,285.18,280500
14-May-14,-0.9716,0.176,0.751,0.073,284.25,286.89,284.25,286.09,262100
15-May-14,-0.7964,0.12,0.801,0.08,285.5,289.5,285,286.11,611300
16-May-14,-0.9817,0.191,0.746,0.063,286.96,288,286,286.55,131100
19-May-14,0.7217,0.1,0.776,0.123,286.01,289.71,285.5,288.97,1312200
20-May-14,-0.8625,0.138,0.761,0.101,287.5,289.5,287,287.82,239500
21-May-14,-0.8126,0.151,0.738,0.112,288,288,286.52,287.29,172400
22-May-14,-0.4404,0.047,0.932,0.021,286.5,287.55,286,286.5,90300
23-May-14,-0.9403,0.164,0.76,0.077,287.5,287.6,285.5,286.07,39600
26-May-14,-0.8555,0.109,0.796,0.095,286,292.8,285.5,291.29,664100
27-May-14,-0.9831,0.217,0.704,0.079,291.5,293.1,289.35,290.02,404300
28-May-14,-0.7968,0.133,0.772,0.095,290.01,291,288,288.56,293500
29-May-14,-0.9954,0.295,0.681,0.024,289,299.8,289,298.26,1082000
30-May-14,-0.9605,0.18,0.762,0.057,299.25,304,297.05,301.3,893200
2-Jun-14,-0.8834,0.178,0.716,0.106,300,311,297,306.88,812100
3-Jun-14,-0.9924,0.283,0.657,0.06,307.5,308.49,291.54,300.14,547300
4-Jun-14,-0.8957,0.162,0.709,0.129,296.05,297.5,293,295.5,128400
5-Jun-14,-0.6927,0.133,0.752,0.115,296.01,301.45,290.5,295.47,539500
6-Jun-14,-0.9723,0.21,0.69,0.1,297.9,306.25,296.5,302.58,1544700
9-Jun-14,-0.9888,0.259,0.68,0.061,302.58,306.45,297,297.59,322200
10-Jun-14,-0.9866,0.236,0.674,0.091,300.7,301.39,293,293.84,346800
11-Jun-14,-0.9805,0.195,0.705,0.1,293.8,296.89,293.8,295.11,203300
12-Jun-14,-0.9666,0.145,0.834,0.021,294.6,297,294.11,296.2,65400
13-Jun-14,-0.8555,0.155,0.737,0.108,296.45,304.48,296.45,303.5,332800
16-Jun-14,-0.8984,0.153,0.755,0.092,304,304,301,303.44,150900
17-Jun-14,-0.9349,0.142,0.774,0.084,302.05,305,298.99,299.5,316100
18-Jun-14,-0.9569,0.158,0.725,0.116,300,300.9,295,297.41,185900
19-Jun-14,-0.9938,0.201,0.74,0.059,296.05,296.05,291,292.93,422400
20-Jun-14,-0.6808,0.127,0.758,0.116,292.11,295.9,291,293.77,264700
23-Jun-14,-0.9711,0.152,0.823,0.025,292,301,292,300.15,200800
24-Jun-14,-0.9783,0.188,0.73,0.082,300,305.7,298.02,304.13,522200
25-Jun-14,-0.9657,0.172,0.725,0.104,304.75,308.19,304.1,307.15,306700
26-Jun-14,-0.9895,0.207,0.698,0.095,307.9,308,299,300.85,1088000
27-Jun-14,-0.9493,0.132,0.794,0.073,301.1,303,299.65,300.71,349000
30-Jun-14,-0.959,0.18,0.725,0.096,300.48,303,298.05,301.35,415200
1-Jul-14,-0.9652,0.133,0.82,0.048,300,304.2,297.16,303.04,215100
2-Jul-14,-0.9953,0.181,0.789,0.03,302,303.49,300,301.69,78400
3-Jul-14,-0.9818,0.145,0.809,0.046,302.2,302.2,298.5,301.11,81700
4-Jul-14,-0.9029,0.141,0.743,0.116,301.1,301.4,298.5,299.15,29900
7-Jul-14,-0.9825,0.159,0.76,0.082,296.51,299,296.5,298.28,20400
8-Jul-14,-0.9979,0.206,0.762,0.033,299,299,296,298.75,44400
9-Jul-14,-0.978,0.149,0.776,0.075,297.92,299,296.5,298.96,33700
10-Jul-14,-0.9955,0.223,0.72,0.057,297.1,297.98,295,296.4,39200
11-Jul-14,-0.9607,0.125,0.797,0.079,298,298,293,293.77,24600
14-Jul-14,-0.9763,0.147,0.805,0.048,293.13,301.99,293.13,300.35,256100
15-Jul-14,-0.9921,0.153,0.826,0.021,300,302,297.99,298.89,142800
16-Jul-14,-0.9943,0.188,0.729,0.083,298.1,302.75,298,302.11,217300
17-Jul-14,-0.9858,0.147,0.792,0.061,303.44,309.7,303,307.52,931000
18-Jul-14,-0.9943,0.172,0.77,0.058,305.06,311,302.3,303.78,319000
21-Jul-14,-0.9918,0.169,0.766,0.065,303.51,305.95,298.5,302.43,184600
22-Jul-14,-0.9946,0.167,0.803,0.03,300.06,303,300.06,301.91,80700
23-Jul-14,-0.9904,0.159,0.8,0.04,301.9,305.5,300.61,301.73,106200
24-Jul-14,-0.9898,0.168,0.778,0.054,301.5,306.4,301.5,305.45,226700
28-Jul-14,-0.9842,0.19,0.739,0.071,305,307,302.5,305.12,209500
4-Aug-14,-0.9952,0.182,0.763,0.055,301.01,305,296.5,300.02,564700
5-Aug-14,-0.1852,0.102,0.806,0.092,300,304.3,299.11,302.47,535700
6-Aug-14,-0.9865,0.139,0.791,0.07,302,303.99,299.75,300.95,180000
7-Aug-14,-0.9573,0.121,0.798,0.081,301.13,304,297,300.11,504900
8-Aug-14,-0.9929,0.162,0.793,0.045,299.05,299.5,297,297.25,439300
11-Aug-14,-0.9974,0.22,0.73,0.05,291.51,292,282.39,282.39,377700
12-Aug-14,-0.988,0.14,0.79,0.069,279,286.98,270,285.78,574800
13-Aug-14,-0.2598,0.088,0.832,0.08,288,290,285,288.05,112600
15-Aug-14,-0.9667,0.16,0.758,0.083,288,290,287,287.99,177200
18-Aug-14,-0.9872,0.157,0.794,0.049,285.02,289.7,284.5,285.73,145400
19-Aug-14,-0.9742,0.147,0.771,0.083,284,286.4,281.01,285.11,33200
20-Aug-14,-0.6322,0.08,0.848,0.072,285,287.5,283.51,285.11,165900
21-Aug-14,-0.9703,0.164,0.733,0.103,288,292.56,288,290.1,256000
22-Aug-14,-0.9941,0.199,0.743,0.058,289.95,292.99,289,289.67,47000
25-Aug-14,-0.994,0.196,0.745,0.059,288,289.49,283,284.72,88000
26-Aug-14,-0.9753,0.145,0.779,0.076,284.8,285.75,281.1,282.77,317800
27-Aug-14,0.4939,0.122,0.743,0.135,284.95,284.95,272,274.69,448800
28-Aug-14,-0.9737,0.121,0.816,0.063,270.01,272,267.05,268.07,441100
29-Aug-14,-0.4005,0.105,0.791,0.103,275.5,281.47,274.05,279.78,318800
1-Sep-14,-0.982,0.172,0.763,0.065,276,278.9,274.2,276.77,623800
2-Sep-14,-0.9771,0.175,0.765,0.06,279.9,286.95,279.6,285.66,197800
3-Sep-14,-0.7269,0.121,0.779,0.1,286,287.86,283.51,284.17,185700
4-Sep-14,-0.9686,0.125,0.805,0.069,285,286,281,283.03,265200
5-Sep-14,-0.5106,0.124,0.762,0.115,282.5,285,282.25,282.82,60500
8-Sep-14,-0.9903,0.195,0.729,0.076,284.1,285,282.55,283.17,215700
9-Sep-14,-0.9902,0.189,0.719,0.093,281,281.5,276.76,278.15,603300
10-Sep-14,0.3895,0.066,0.857,0.077,278.7,280.89,278.33,279.92,164000
11-Sep-14,-0.981,0.159,0.801,0.04,280.5,281.69,278.6,280.78,528400
12-Sep-14,-0.9899,0.187,0.744,0.069,281.5,284.5,280.11,282.86,212200
15-Sep-14,-0.9892,0.179,0.766,0.055,282,283.5,279.5,283.08,37000
16-Sep-14,-0.9801,0.162,0.771,0.066,283.5,287.5,283.5,285.92,227900
17-Sep-14,-0.9865,0.167,0.765,0.068,286.9,290.5,283.55,288.54,484000
18-Sep-14,-0.8591,0.091,0.842,0.067,288,288,283,284.54,144100
19-Sep-14,-0.9618,0.142,0.78,0.078,282.53,284.75,281.5,282.37,132800
22-Sep-14,-0.9956,0.227,0.704,0.069,285.5,285.5,282,282.06,37200
23-Sep-14,-0.9879,0.222,0.72,0.057,281.2,284.1,281.2,283.36,37300
24-Sep-14,-0.965,0.142,0.783,0.076,283.5,285.49,282,282.44,238300
25-Sep-14,-0.9938,0.219,0.743,0.038,283,286,282.05,285.59,375500
26-Sep-14,-0.8519,0.128,0.758,0.114,284.79,289,283,283.65,182400
29-Sep-14,-0.9349,0.13,0.781,0.089,282.05,283.2,280,280.19,267400
30-Sep-14,-0.9101,0.115,0.813,0.072,282.4,284.39,279.25,282.57,184000
1-Oct-14,-0.9877,0.186,0.712,0.102,282.4,285.74,282.16,285.09,94000
2-Oct-14,-0.9954,0.188,0.759,0.053,284.1,285.47,282.95,284.17,136900
3-Oct-14,-0.9942,0.223,0.716,0.062,283.61,286.5,283,284.98,121500
9-Oct-14,-0.9829,0.182,0.736,0.082,282.65,285.25,282.65,283.38,27700
10-Oct-14,-0.9741,0.144,0.814,0.041,283.38,285.49,283.21,284.75,60300
13-Oct-14,0.8918,0.054,0.85,0.095,284,291.75,284,289.1,548700
14-Oct-14,-0.9378,0.089,0.866,0.045,289.9,291.6,288.01,289.59,105300
15-Oct-14,-0.9272,0.134,0.767,0.099,286.57,289.1,286.5,288.53,78200
16-Oct-14,-0.9866,0.19,0.745,0.066,287.95,288.84,285.15,285.98,174400
17-Oct-14,-0.9885,0.155,0.772,0.074,288.95,288.95,285.01,286.99,376900
20-Oct-14,-0.9325,0.108,0.832,0.06,289.95,289.95,282,283.96,162300
21-Oct-14,-0.9935,0.199,0.766,0.035,283.05,289,277.15,281.66,207500
22-Oct-14,-0.8555,0.114,0.795,0.091,284.9,288,284.9,286.03,150000
23-Oct-14,-0.9796,0.147,0.782,0.071,286.5,288,285.3,286.19,127300
24-Oct-14,-0.7351,0.12,0.796,0.085,286.1,286.99,283.15,284.01,140900
27-Oct-14,-0.5574,0.12,0.775,0.105,286.1,287,283.11,284.53,330100
28-Oct-14,-0.9655,0.125,0.79,0.086,285.49,285.6,281,281.98,381300
29-Oct-14,-0.9912,0.196,0.732,0.072,282.49,283.25,280.8,281.8,249600
30-Oct-14,-0.9873,0.179,0.738,0.084,283.45,283.45,280.35,280.96,180500
31-Oct-14,-0.9423,0.135,0.784,0.081,281,281.5,278.5,280.57,189000
5-Nov-14,-0.9812,0.182,0.74,0.078,280.21,283.25,279.21,280.65,539800
6-Nov-14,-0.9841,0.16,0.767,0.073,280.3,285.5,276.51,278.17,506200
7-Nov-14,-0.9904,0.166,0.777,0.057,276.8,282,273.98,280.46,968400
10-Nov-14,-0.9681,0.109,0.834,0.057,280.5,281.98,278.51,280.18,473000
11-Nov-14,-0.9933,0.184,0.766,0.05,280.95,281.5,279.15,280.95,338800
12-Nov-14,-0.9681,0.149,0.761,0.09,281,284,280.32,281.19,408900
13-Nov-14,-0.9723,0.111,0.834,0.055,281.5,284.99,281.3,281.8,275000
14-Nov-14,-0.9906,0.196,0.744,0.061,282.05,283.4,279.25,281.07,205600
17-Nov-14,-0.9802,0.182,0.717,0.101,282.5,292,281.5,290.46,1551400
18-Nov-14,-0.995,0.212,0.752,0.036,291.5,292.7,286.1,287.24,231200
19-Nov-14,-0.9927,0.193,0.75,0.057,289.8,289.85,283,284.03,280600
20-Nov-14,-0.9893,0.16,0.788,0.052,285.88,285.88,276.9,282.25,281700
21-Nov-14,-0.7761,0.097,0.81,0.093,282.5,288.95,281,287.19,152700
24-Nov-14,-0.9842,0.161,0.794,0.045,285.25,290.01,285.25,289.58,239900
25-Nov-14,-0.993,0.169,0.79,0.041,287.01,289.5,280.5,283.94,406700
26-Nov-14,-0.9841,0.145,0.815,0.04,283,289.94,282.55,288.6,201900
